HHID,tot_local_seed,tot_improved_seed,tot_manure,tot_compost,tot_fert_dap,tot_fert_urea,tot_fert_nps,tot_fert_lime,tot_fert_blended,total_value_hh,hhi_hh,number_of_crops,cei_hh,bp_hh,season_str,IRRIGATED_HH,merge_irrigation,Qn_9_9,post_action_taken,pre_action_taken,post_number_responded,pre_number_responded,number_of_shocks,merge_shock,experienced_shock,post_action_taken_nomissing,pre_action_taken_nomissing,number_of_soil_types,farm_area,total_owned_area,proportion_owned_area,plot_dist_avg,soil_fertility_num,soil_fertility_avg,soil_slope_avg,soil_erosion_avg,soil_fertility_wgt_avg,soil_slope_wgt_avg,soil_erosion_wgt_avg,merge_soil,Qn_0_1,Qn_1_1,Qn_1_2,Qn_1_3,Qn_1_4,Qn_1_5a,skip_meal_12mo,improved_stove,number_of_parcels,own_pump,ag_ins,other_income,electricity,latitude,longitude,elevation,kebele_for_survey_match,merge_wide,dist_to_ext_service,dist_to_vet,dist_to_grazing,dist_to_output_market,dist_to_input_market,dist_to_weekly_market,dist_to_daily_market,dist_to_all_weather_road,merge_comm,liv_total_value_hh,liv_hhi_hh,number_of_liv_types,sold_livestock_12mo,merge_liv,hh_head_age,hh_head_educ,hh_spouse_educ,highest_educ,merge_i_ii,number_of_farm_equipment,tot_farm_equipment_value,merge_equipment,gifts_transfers,assistance_govt_nongovt,tot_other_income,merge_other_income,elec_use_kwh_lastmonth,merge_elec,number_of_appliances,tot_app_value,merge_appliance,river_dist,lake_dist,dist_to_water_source,merge_water_dist,soil_ph,merge_ph,group,kebele,acc,kebele_for_shp_match,merge_sites,kebele_id,pop_dens_5x5,merge_pop_dens,koppen_zone,merge_koppen
575,70,29,0,0,100,100,0,0,0,,.33333337,3,.66666669,3,Meher,1,matched (3),Meher,,,0,0,2,matched (3),1,0,0,1,1.25,1.25,1,14,2,2,1,1.2,2,1,1.2,matched (3),Dry,Amhara,South Gonder,Dera(Andega),Tana Dinbiso,Angeda,0,0,2,1,0,1,1,11.837618,37.544537,1829.1,Tana Dinbiso,matched (3),5,5,20,,,120,,,matched (3),133200,.24074075,6,1,matched (3),40,,2,2,matched (3),13,20000,matched (3),0,0,55000,matched (3),,matched (3),3,3000,matched (3),5440.8545,3049.7861,3049.7861,matched (3),6.0999999,matched (3),,,1,,master only (1),24,152.6915,matched (3),Trop. Savan. (Aw),matched (3)
576,55,12,0,0,150,250,100,0,0,104000,.42857146,3,.57994372,1.7499999,Meher,1,matched (3),Meher,,,0,0,1,matched (3),1,0,0,1,2.5,2.5,1,27.5,2,1.875,1,1.5,1.8,1,1.5,matched (3),Dry,Amhara,South Gonder,Dera(Andega),Tana Dinbiso,Andega,0,0,4,1,0,1,1,11.838255,37.54422,1831.4,Tana Dinbiso,matched (3),5,5,20,,,120,,,matched (3),107300,.21875,5,0,matched (3),52,2,2,6,matched (3),17,42850,matched (3),0,0,84000,matched (3),,matched (3),1,100,matched (3),5376.9678,2991.6873,2991.6873,matched (3),6.0999999,matched (3),,,1,,master only (1),24,152.6915,matched (3),Trop. Savan. (Aw),matched (3)
576,650,0,0,0,200,200,0,0,0,407500,.22222224,5,.77577907,3,Dry,1,matched (3),Dry,,,0,0,2,matched (3),1,0,0,1,2.5,2.5,1,27.5,2,1.875,1,1.5,1.8,1,1.5,matched (3),Dry,Amhara,South Gonder,Dera(Andega),Tana Dinbiso,Andega,0,0,4,1,0,1,1,11.838255,37.54422,1831.4,Tana Dinbiso,matched (3),5,5,20,,,120,,,matched (3),107300,.21875,5,0,matched (3),52,2,2,6,matched (3),17,42850,matched (3),0,0,84000,matched (3),,matched (3),1,100,matched (3),5376.9678,2991.6873,2991.6873,matched (3),6.0999999,matched (3),,,1,,master only (1),24,152.6915,matched (3),Trop. Savan. (Aw),matched (3)
577,240,20,0,0,325,250,0,0,0,222800,.22448981,5,.77036887,3.4999998,Dry,1,matched (3),,,,,,,master only (1),0,0,0,1,2.5,2.5,1,24.285715,2,2,1,1,2,1,1,matched (3),Dry,Amhara,South Gonder,Dera(Andega),Tana Dinbiso,Andega,0,0,4,1,0,1,0,11.836506,37.551453,1839.7,Tana Dinbiso,matched (3),5,5,20,,,120,,,matched (3),50000,1,1,0,matched (3),15,,,,matched (3),11,28800,matched (3),0,0,64000,matched (3),,matched (3),3,2750,matched (3),6130.8677,3763.1042,3763.1042,matched (3),6.4000001,matched (3),,,1,,master only (1),24,163.1207,matched (3),Trop. Savan. (Aw),matched (3)
577,40,12,0,0,100,100,0,0,0,28000,.55555558,2,.45914793,1.5,Meher,1,matched (3),Meher,,,0,0,3,matched (3),1,0,0,1,2.5,2.5,1,24.285715,2,2,1,1,2,1,1,matched (3),Dry,Amhara,South Gonder,Dera(Andega),Tana Dinbiso,Andega,0,0,4,1,0,1,0,11.836506,37.551453,1839.7,Tana Dinbiso,matched (3),5,5,20,,,120,,,matched (3),50000,1,1,0,matched (3),15,,,,matched (3),11,28800,matched (3),0,0,64000,matched (3),,matched (3),3,2750,matched (3),6130.8677,3763.1042,3763.1042,matched (3),6.4000001,matched (3),,,1,,master only (1),24,163.1207,matched (3),Trop. Savan. (Aw),matched (3)
578,130,60,0,0,140,140,0,0,0,41240,.375,3,.63092977,2,Dry,1,matched (3),,,,,,,master only (1),0,0,0,1,2,2,1,52.5,1,1,1,1,1,1,1,matched (3),Dry,Amhara,South Gonder,Dera(Andega),Tana Dinbiso,Andega,0,0,4,1,0,1,1,11.837117,37.547943,1837,Tana Dinbiso,matched (3),5,5,20,,,120,,,matched (3),109500,.31999999,5,1,matched (3),50,,2,2,matched (3),10,41500,matched (3),1,0,11000,matched (3),,matched (3),4,13900,matched (3),5776.9009,3398.2969,3398.2969,matched (3),6.3000002,matched (3),,,1,,master only (1),24,152.6915,matched (3),Trop. Savan. (Aw),matched (3)
579,200,0,0,0,175,175,0,0,0,104000,.36000001,3,.64015317,2.5,Dry,1,matched (3),,,,,,,master only (1),0,0,0,1,1,1,1,18.666666,1,1,1,1,1,1,1,matched (3),Dry,Amhara,South Gonder,Dera(Andega),Tana Dinbiso,Andega,0,0,3,1,0,1,1,11.837928,37.548534,1828.3,Tana Dinbiso,matched (3),5,5,20,,,120,,,matched (3),102500,.63988924,4,1,matched (3),65,2,2,2,matched (3),12,48301,matched (3),0,0,23900,matched (3),,matched (3),5,13900,matched (3),5788.3418,3422.6897,3422.6897,matched (3),6.4000001,matched (3),,,1,,master only (1),24,152.6915,matched (3),Trop. Savan. (Aw),matched (3)
580,25,0,0,0,50,50,0,0,0,12000,1,1,0,1,Meher,1,matched (3),Meher,,,0,0,1,matched (3),1,0,0,1,1.25,1.25,1,40,1,1,1,1,1,1,1,matched (3),Dry,Amhara,South Gonder,Dera(Andega),Tana Dinbiso,Andega,0,0,3,1,0,1,1,11.837976,37.548458,1823.4,Tana Dinbiso,matched (3),5,5,20,,,120,,,matched (3),142500,.2638889,5,1,matched (3),59,4,,2,matched (3),10,31750,matched (3),0,0,30000,matched (3),,matched (3),7,21000,matched (3),5778.8555,3413.4048,3413.4048,matched (3),6.4000001,matched (3),,,1,,master only (1),24,152.6915,matched (3),Trop. Savan. (Aw),matched (3)
580,275,0,0,0,150,150,0,0,0,1160,.5,2,.5,2,Dry,1,matched (3),,,,,,,master only (1),0,0,0,1,1.25,1.25,1,40,1,1,1,1,1,1,1,matched (3),Dry,Amhara,South Gonder,Dera(Andega),Tana Dinbiso,Andega,0,0,3,1,0,1,1,11.837976,37.548458,1823.4,Tana Dinbiso,matched (3),5,5,20,,,120,,,matched (3),142500,.2638889,5,1,matched (3),59,4,,2,matched (3),10,31750,matched (3),0,0,30000,matched (3),,matched (3),7,21000,matched (3),5778.8555,3413.4048,3413.4048,matched (3),6.4000001,matched (3),,,1,,master only (1),24,152.6915,matched (3),Trop. Savan. (Aw),matched (3)
581,175,25,0,0,225,200,0,0,0,127000,.33333337,3,.66666669,3,Dry,1,matched (3),Dry,,,0,0,3,matched (3),1,0,0,1,1.5,1.5,1,50,1,1,1,1,1,1,1,matched (3),Dry,Amhara,South Gonder,Dera(Andega),Tana Dinbiso,Andega,0,0,2,1,0,1,1,11.837595,37.547745,1822.2,Tana Dinbiso,matched (3),5,5,20,,,120,,,matched (3),69800,.76181471,4,1,matched (3),6,,8,4,matched (3),8,45200,matched (3),1,0,10000,matched (3),,matched (3),5,16900,matched (3),5733.3403,3359.3013,3359.3013,matched (3),6.3000002,matched (3),,,1,,master only (1),24,152.6915,matched (3),Trop. Savan. (Aw),matched (3)
582,375,0,220,500,250,250,0,0,0,765000,.33333337,3,.66666669,3,Dry,1,matched (3),Dry,,,0,0,3,matched (3),1,0,0,2,3,2.75,.91666669,28,2,1.2222222,1,1.2222222,1.3333334,1,1.3333334,matched (3),Dry,Amhara,South Gonder,Dera(Andega),Tana Dinbiso,Andega,0,0,5,1,0,1,1,11.838965,37.547356,1860.7,Tana Dinbiso,matched (3),5,5,20,,,120,,,matched (3),266000,.28824139,7,1,matched (3),,,,6,matched (3),10,62400,matched (3),0,0,10000,matched (3),,matched (3),1,0,matched (3),5626.3032,3267.9683,3267.9683,matched (3),6.3000002,matched (3),,,1,,master only (1),24,152.6915,matched (3),Trop. Savan. (Aw),matched (3)
582,150,0,0,0,150,100,0,0,0,69000,.55555558,2,.45914793,1.5,Meher,1,matched (3),,,,,,,master only (1),0,0,0,2,3,2.75,.91666669,28,2,1.2222222,1,1.2222222,1.3333334,1,1.3333334,matched (3),Dry,Amhara,South Gonder,Dera(Andega),Tana Dinbiso,Andega,0,0,5,1,0,1,1,11.838965,37.547356,1860.7,Tana Dinbiso,matched (3),5,5,20,,,120,,,matched (3),266000,.28824139,7,1,matched (3),,,,6,matched (3),10,62400,matched (3),0,0,10000,matched (3),,matched (3),1,0,matched (3),5626.3032,3267.9683,3267.9683,matched (3),6.3000002,matched (3),,,1,,master only (1),24,152.6915,matched (3),Trop. Savan. (Aw),matched (3)
583,175,0,300,0,225,75,0,0,0,51950,.33333337,3,.66666669,3,Meher,0,matched (3),,,,,,,master only (1),0,0,0,1,1.25,1,.80000001,13,1,1,1,1.2,1,1,1.2,matched (3),Dry,Oromia,Special zone,Akaki,Kombolcha,Kombolcha,0,1,5,,0,0,1,8.7216215,38.813366,1920.1,Kombolcha,matched (3),30,,,,,,,,matched (3),79500,.34693879,3,1,matched (3),26,3,6,4,matched (3),5,1355,matched (3),,,0,matched (3),0,matched (3),1,0,matched (3),12454.983,12857.585,12454.983,matched (3),7,matched (3),Control (Non),Kombolcha,0,Kombolcha,matched (3),19,60.417004,matched (3),Temp. Dry Winter Warm Summer,matched (3)
584,190,0,225,0,150,75,0,0,0,31100,.28000003,4,.72072303,2.5,Meher,0,matched (3),,,,,,,master only (1),0,0,0,1,1.5,1.5,1,5.4000001,2,1.8,1,1.2,1.8333334,1,1.3333334,matched (3),Dry,Oromia,Special zone,Akaki,Kombolcha,Kombolcha,0,0,5,,0,1,1,8.7221861,38.812809,1928.7,Kombolcha,matched (3),30,,,,,,,,matched (3),37600,.59375,3,0,matched (3),70,,,2,matched (3),4,570,matched (3),1,0,1300,matched (3),0,matched (3),1,250,matched (3),12475.726,12772.458,12475.726,matched (3),6.8000002,matched (3),Control (Non),Kombolcha,0,Kombolcha,matched (3),19,60.417004,matched (3),Temp. Dry Winter Warm Summer,matched (3)
585,50,0,0,0,60,60,0,0,0,0,1,1,0,1,Meher,0,matched (3),Meher,,,0,0,2,matched (3),1,0,0,1,.25,.25,1,30,1,1,1,1,1,1,1,matched (3),Dry,Oromia,Special zone,Akaki,Kombolcha,Kombolcha,1,1,1,,0,0,0,8.7244101,38.812859,1955.5,Kombolcha,matched (3),30,,,,,,,,matched (3),4503,.625,2,0,matched (3),,,,2,matched (3),2,400,matched (3),,,,master only (1),,matched (3),,,master only (1),12685.855,12604.779,12604.779,matched (3),7,matched (3),Control (Non),Kombolcha,0,Kombolcha,matched (3),19,60.417004,matched (3),Temp. Dry Winter Warm Summer,matched (3)
586,245,0,0,0,200,125,0,0,0,141000,.52000004,2,.4854753,1.6666666,Meher,0,matched (3),,,,,,,master only (1),0,0,0,1,1.75,1.75,1,15,1,1,1,1,1,1,1,matched (3),Dry,Oromia,Special zone,Akaki,Kombolcha,Kombolcha,0,1,3,,0,0,1,8.7230749,38.811913,1945.4,Kombolcha,matched (3),30,,,,,,,,matched (3),117300,.34375,4,0,matched (3),45,,3,3,matched (3),5,4000,matched (3),,,,master only (1),,matched (3),2,6000,matched (3),12508.419,12637.031,12508.419,matched (3),6.8000002,matched (3),Control (Non),Kombolcha,0,Kombolcha,matched (3),19,60.417004,matched (3),Temp. Dry Winter Warm Summer,matched (3)
587,400,0,0,0,350,300,0,0,0,206000,.53125,2,.47721702,1.6,Meher,0,matched (3),Meher,,,0,0,2,matched (3),1,0,0,1,3,3,1,12.333333,1,1,1,1,1,1,1,matched (3),Dry,Oromia,Special zone,Akaki,Kombolcha,Kombolcha,0,1,3,,0,0,1,8.7215099,38.810715,1933.6,Kombolcha,matched (3),30,,,,,,,,matched (3),151500,.29591838,5,0,matched (3),55,,,7,matched (3),4,4000,matched (3),,,0,matched (3),,matched (3),3,5600,matched (3),12295.501,12671.387,12295.501,matched (3),7,matched (3),Control (Non),Kombolcha,0,Kombolcha,matched (3),19,60.417004,matched (3),Temp. Dry Winter Warm Summer,matched (3)
588,50,0,0,0,58,50,0,0,0,17500,1,1,0,1,Meher,1,matched (3),Meher,,,0,0,2,matched (3),1,0,0,2,1.5,1.5,1,6.6666665,1,1,1,1,1,1,1,matched (3),Dry,Amhara,South Gonder,Dera(Andega),Tana Dinbiso,Andega,0,0,6,1,0,1,1,11.839027,37.545952,1843.3,Tana Dinbiso,matched (3),5,5,20,,,120,,,matched (3),164000,.27032134,6,0,matched (3),50,,2,6,matched (3),10,36500,matched (3),0,0,38000,matched (3),,matched (3),6,34000,matched (3),5493.6162,3128.0132,3128.0132,matched (3),6.1999998,matched (3),,,1,,master only (1),24,152.6915,matched (3),Trop. Savan. (Aw),matched (3)
588,265,0,0,0,240,265,0,0,0,132000,.20000002,5,.80000001,5,Dry,1,matched (3),Dry,,,0,0,1,matched (3),1,0,0,2,1.5,1.5,1,6.6666665,1,1,1,1,1,1,1,matched (3),Dry,Amhara,South Gonder,Dera(Andega),Tana Dinbiso,Andega,0,0,6,1,0,1,1,11.839027,37.545952,1843.3,Tana Dinbiso,matched (3),5,5,20,,,120,,,matched (3),164000,.27032134,6,0,matched (3),50,,2,6,matched (3),10,36500,matched (3),0,0,38000,matched (3),,matched (3),6,34000,matched (3),5493.6162,3128.0132,3128.0132,matched (3),6.1999998,matched (3),,,1,,master only (1),24,152.6915,matched (3),Trop. Savan. (Aw),matched (3)
589,50,50,0,0,100,100,0,0,0,78000,.5,2,.5,2,Meher,1,matched (3),Meher,,,0,0,2,matched (3),1,0,0,2,2,2,1,20,2,1.4,1,1,1.5,1,1,matched (3),Dry,Amhara,South Gonder,Dera(Andega),Tana Dinbiso,Andega,0,0,4,1,0,1,0,11.83886,37.546116,1843.9,Tana Dinbiso,matched (3),5,5,20,,,120,,,matched (3),172500,.22314051,6,0,matched (3),,,5,5,matched (3),5,41400,matched (3),0,0,12000,matched (3),,matched (3),3,0,matched (3),5517.4048,3150.4751,3150.4751,matched (3),6.3000002,matched (3),,,1,,master only (1),24,152.6915,matched (3),Trop. Savan. (Aw),matched (3)
589,250,0,0,0,150,200,0,0,0,76500,.375,3,.63092977,2,Dry,1,matched (3),Dry,,,0,0,1,matched (3),1,0,0,2,2,2,1,20,2,1.4,1,1,1.5,1,1,matched (3),Dry,Amhara,South Gonder,Dera(Andega),Tana Dinbiso,Andega,0,0,4,1,0,1,0,11.83886,37.546116,1843.9,Tana Dinbiso,matched (3),5,5,20,,,120,,,matched (3),172500,.22314051,6,0,matched (3),,,5,5,matched (3),5,41400,matched (3),0,0,12000,matched (3),,matched (3),3,0,matched (3),5517.4048,3150.4751,3150.4751,matched (3),6.3000002,matched (3),,,1,,master only (1),24,152.6915,matched (3),Trop. Savan. (Aw),matched (3)
590,500,0,470,0,210,210,0,0,0,319500,.19346939,7,.77460539,3.4999998,Meher,0,matched (3),,,,,,,master only (1),0,0,0,1,8.75,8.75,1,22.857143,1,1,1,1,1,1,1,matched (3),Dry,Oromia,Special zone,Akaki,Kombolcha,Kombolcha,0,1,7,,0,0,1,8.7229919,38.813816,1934.6,Kombolcha,matched (3),30,,,,,,,,matched (3),105000,.36000001,3,0,matched (3),30,,,5,matched (3),2,3150,matched (3),,,0,matched (3),0,matched (3),1,0,matched (3),12607.514,12785.294,12607.514,matched (3),7,matched (3),Control (Non),Kombolcha,0,Kombolcha,matched (3),19,60.417004,matched (3),Temp. Dry Winter Warm Summer,matched (3)
591,100,0,300,0,150,150,0,0,0,34500,.5,2,.5,2,Meher,0,matched (3),,,,,,,master only (1),0,0,0,1,.75,.25,.33333334,15,1,1,1,1,1,1,1,matched (3),Dry,Oromia,Special zone,Akaki,Kombolcha,Kombolcha,0,1,3,,0,0,1,8.7228193,38.811516,1931.6,Kombolcha,matched (3),30,,,,,,,,matched (3),25000,.50000006,3,1,matched (3),30,2,4,2,matched (3),2,1000,matched (3),,,0,matched (3),0,matched (3),3,0,matched (3),12462.479,12627.52,12462.479,matched (3),6.8000002,matched (3),Control (Non),Kombolcha,0,Kombolcha,matched (3),19,60.417004,matched (3),Temp. Dry Winter Warm Summer,matched (3)
592,200,0,100,0,50,50,0,0,0,40000,1,1,0,1,Meher,0,matched (3),,,,,,,master only (1),0,0,0,1,1,.5,.5,5,1,1,1,1,1,1,1,matched (3),Dry,Oromia,Special zone,Akaki,Kombolcha,Kombolcha,0,1,2,,0,0,0,8.7229424,38.811489,1926.1,Kombolcha,matched (3),30,,,,,,,,matched (3),104000,.39058173,4,0,matched (3),38,2,,3,matched (3),3,940,matched (3),,,0,matched (3),0,matched (3),2,5200,matched (3),12472.514,12615.937,12472.514,matched (3),6.8000002,matched (3),Control (Non),Kombolcha,0,Kombolcha,matched (3),19,60.417004,matched (3),Temp. Dry Winter Warm Summer,matched (3)
593,103,125,445,350,480,740,160,,,102000,.26530614,4,.7313295,3.4999998,Meher,1,matched (3),,,,,,,master only (1),0,0,0,2,2.25,2.25,1,17.5,1,1.25,1.5,1.5,1.1111112,1.5555556,1.5555556,matched (3),Dry,Amhara,South Gonder,Dera(Andega),Tana Dinbiso,Andega,1,1,3,1,0,0,1,11.843891,37.548027,1806,Tana Dinbiso,matched (3),5,5,20,,,120,,,matched (3),30000,1,1,0,matched (3),77,2,2,3,matched (3),,3000,matched (3),,,,matched (3),,matched (3),,,matched (3),5461.4956,3197.2971,3197.2971,matched (3),6.5999999,matched (3),,,1,,master only (1),24,157.90845,matched (3),Trop. Savan. (Aw),matched (3)
593,,,,,,,,,,,1,1,0,1,Dry,1,matched (3),Dry,,,0,0,1,matched (3),1,0,0,2,2.25,2.25,1,17.5,1,1.25,1.5,1.5,1.1111112,1.5555556,1.5555556,matched (3),Dry,Amhara,South Gonder,Dera(Andega),Tana Dinbiso,Andega,1,1,3,1,0,0,1,11.843891,37.548027,1806,Tana Dinbiso,matched (3),5,5,20,,,120,,,matched (3),30000,1,1,0,matched (3),77,2,2,3,matched (3),,3000,matched (3),,,,matched (3),,matched (3),,,matched (3),5461.4956,3197.2971,3197.2971,matched (3),6.5999999,matched (3),,,1,,master only (1),24,157.90845,matched (3),Trop. Savan. (Aw),matched (3)
594,0,50,0,0,300,300,150,100,0,97400,.3888889,4,.54718047,2,Meher,1,matched (3),Meher,,,0,0,1,matched (3),1,0,0,3,1.75,1.75,1,13.75,1,1.25,1,1,1.4285715,1,1,matched (3),Dry,Oromia,East Shoa,Liben Chukuala,Jara Goro,Jarra Goro,,,3,0,0,0,1,8.5401344,38.962601,1674,Jara Goro,matched (3),,,,,,,,,matched (3),,,1,0,matched (3),50,,,,matched (3),,,matched (3),,,,master only (1),,master only (1),1,500,matched (3),14085.987,11383.71,11383.71,matched (3),6.8000002,matched (3),Control (Non),Jara Goro,0,Jara Goro,matched (3),17,89.116264,matched (3),Trop. Savan. (Aw),matched (3)
595,0,25,50,50,200,150,0,0,0,26000,1,1,0,1,Meher,1,matched (3),,,,,,,master only (1),0,0,0,2,2.75,2.75,1,29.444445,2,1.3333334,1.4444444,1.5555556,1.2727273,1.3636364,1.4545455,matched (3),Dry,Amhara,South Gonder,Dera(Andega),Tana Dinbiso,Andega,,0,5,0,0,1,0,11.83755,37.551563,1857,Tana Dinbiso,matched (3),5,5,20,,,120,,,matched (3),21000,1,1,1,matched (3),22,,,3,matched (3),3,2,matched (3),0,0,7000,matched (3),,matched (3),1,8000,matched (3),6087.9551,3733.6174,3733.6174,matched (3),6.4000001,matched (3),,,1,,master only (1),24,163.1207,matched (3),Trop. Savan. (Aw),matched (3)
596,405,12,0,0,350,300,0,0,0,195000,.23966944,5,.7534098,2.75,Dry,1,matched (3),Dry,,,0,0,1,matched (3),1,0,0,1,1.125,1.125,1,17.666666,2,2,1.5,2,1.5555556,1.6666666,2,matched (3),Dry,Amhara,South Gonder,Dera(Andega),Tana Dinbiso,Andega,0,0,2,0,0,1,1,11.834623,37.549747,1842.7,Tana Dinbiso,matched (3),5,5,20,,,120,,,matched (3),130000,.32409975,6,0,matched (3),,,,3,matched (3),12,11500,matched (3),0,0,80000,matched (3),,matched (3),1,1300,matched (3),6076.936,3679.4531,3679.4531,matched (3),6.5,matched (3),,,1,,master only (1),24,163.1207,matched (3),Trop. Savan. (Aw),matched (3)
596,105,12,0,0,300,300,0,0,0,115800,.26530614,4,.7313295,3.4999998,Meher,1,matched (3),Meher,,,0,0,2,matched (3),1,0,0,1,1.125,1.125,1,17.666666,2,2,1.5,2,1.5555556,1.6666666,2,matched (3),Dry,Amhara,South Gonder,Dera(Andega),Tana Dinbiso,Andega,0,0,2,0,0,1,1,11.834623,37.549747,1842.7,Tana Dinbiso,matched (3),5,5,20,,,120,,,matched (3),130000,.32409975,6,0,matched (3),,,,3,matched (3),12,11500,matched (3),0,0,80000,matched (3),,matched (3),1,1300,matched (3),6076.936,3679.4531,3679.4531,matched (3),6.5,matched (3),,,1,,master only (1),24,163.1207,matched (3),Trop. Savan. (Aw),matched (3)
597,20,8,0,0,250,150,0,0,0,24000,.36000001,3,.64015317,2.5,Meher,1,matched (3),Meher,,,0,0,2,matched (3),1,0,0,1,1.25,1.25,1,17.666666,2,2,1,1.1666666,2,1,1.1,matched (3),Dry,Amhara,South Gonder,Dera(Andega),Tana Dinbiso,Andega,0,0,2,0,0,1,1,11.835402,37.544033,1819,Tana Dinbiso,matched (3),5,5,20,,,120,,,matched (3),50000,.25,4,0,matched (3),,,,,matched (3),12,11900,matched (3),0,0,48000,matched (3),,master only (1),1,1300,matched (3),5524.23,3097.9551,3097.9551,matched (3),6.3000002,matched (3),,,1,,master only (1),24,152.6915,matched (3),Trop. Savan. (Aw),matched (3)
597,50,0,0,0,125,125,0,0,0,,.375,3,.63092977,2,Dry,1,matched (3),Dry,,,0,0,1,matched (3),1,0,0,1,1.25,1.25,1,17.666666,2,2,1,1.1666666,2,1,1.1,matched (3),Dry,Amhara,South Gonder,Dera(Andega),Tana Dinbiso,Andega,0,0,2,0,0,1,1,11.835402,37.544033,1819,Tana Dinbiso,matched (3),5,5,20,,,120,,,matched (3),50000,.25,4,0,matched (3),,,,,matched (3),12,11900,matched (3),0,0,48000,matched (3),,master only (1),1,1300,matched (3),5524.23,3097.9551,3097.9551,matched (3),6.3000002,matched (3),,,1,,master only (1),24,152.6915,matched (3),Trop. Savan. (Aw),matched (3)
598,45,6,0,0,125,125,0,0,0,31000,.50000006,3,.52646005,1.5,Meher,0,matched (3),Meher,,,0,0,1,matched (3),1,0,0,1,.875,.875,1,12.5,2,2,1.5,1.5,2,1.7142857,1.7142857,matched (3),Dry,Amhara,South Gonder,Dera(Andega),Tana Dinbiso,Andega,0,0,3,0,0,1,1,11.835127,37.543262,1818,Tana Dinbiso,matched (3),5,5,20,,,120,,,matched (3),73500,.27777779,4,0,matched (3),50,,,3,matched (3),4,1700,matched (3),0,0,47000,matched (3),,matched (3),2,600,matched (3),5473.5298,3036.0398,3036.0398,matched (3),6.1999998,matched (3),,,1,,master only (1),24,152.6915,matched (3),Trop. Savan. (Aw),matched (3)
598,10,0,0,0,25,25,0,0,0,,1,1,0,1,Dry,0,matched (3),Dry,,,0,0,1,matched (3),1,0,0,1,.875,.875,1,12.5,2,2,1.5,1.5,2,1.7142857,1.7142857,matched (3),Dry,Amhara,South Gonder,Dera(Andega),Tana Dinbiso,Andega,0,0,3,0,0,1,1,11.835127,37.543262,1818,Tana Dinbiso,matched (3),5,5,20,,,120,,,matched (3),73500,.27777779,4,0,matched (3),50,,,3,matched (3),4,1700,matched (3),0,0,47000,matched (3),,matched (3),2,600,matched (3),5473.5298,3036.0398,3036.0398,matched (3),6.1999998,matched (3),,,1,,master only (1),24,152.6915,matched (3),Trop. Savan. (Aw),matched (3)
599,50,0,0,0,25,25,0,0,0,16000,1,1,0,1,Meher,1,matched (3),Meher,,,0,0,1,matched (3),1,0,0,2,1.75,1.75,1,30.4,2,1.2,1,1,1.1428572,1,1,matched (3),Dry,Amhara,South Gonder,Dera(Andega),Tana Dinbiso,Andega,0,1,3,1,0,1,1,11.836225,37.545349,1789.9,Tana Dinbiso,matched (3),5,5,20,,,120,,,matched (3),135000,.33333334,4,0,matched (3),16,,,2,matched (3),12,32600,matched (3),1,0,25000,matched (3),,matched (3),8,34600,matched (3),5592.3838,3188.2432,3188.2432,matched (3),6.0999999,matched (3),,,1,,master only (1),24,152.6915,matched (3),Trop. Savan. (Aw),matched (3)
599,130,0,0,0,100,150,0,0,0,115000,.375,3,.63092977,2,Dry,1,matched (3),Dry,,,0,0,2,matched (3),1,0,0,2,1.75,1.75,1,30.4,2,1.2,1,1,1.1428572,1,1,matched (3),Dry,Amhara,South Gonder,Dera(Andega),Tana Dinbiso,Andega,0,1,3,1,0,1,1,11.836225,37.545349,1789.9,Tana Dinbiso,matched (3),5,5,20,,,120,,,matched (3),135000,.33333334,4,0,matched (3),16,,,2,matched (3),12,32600,matched (3),1,0,25000,matched (3),,matched (3),8,34600,matched (3),5592.3838,3188.2432,3188.2432,matched (3),6.0999999,matched (3),,,1,,master only (1),24,152.6915,matched (3),Trop. Savan. (Aw),matched (3)
600,435,0,0,0,225,325,0,0,0,159600,.36000001,3,.64015317,2.5,Dry,1,matched (3),Dry,,,0,0,1,matched (3),1,0,0,3,4.5,4.5,1,24.166666,2,1.8333334,1,1,1.8888888,1,1,matched (3),Dry,Amhara,South Gonder,Dera(Andega),Tana Dinbiso,Andega,0,0,5,1,0,1,1,11.836357,37.545422,1837.2,Tana Dinbiso,matched (3),5,5,20,,,120,,,matched (3),130000,.28000003,4,0,matched (3),,,4,4,matched (3),11,60150,matched (3),0,0,8800,matched (3),15,matched (3),1,0,matched (3),5591.3506,3189.4927,3189.4927,matched (3),6.0999999,matched (3),,,1,,master only (1),24,152.6915,matched (3),Trop. Savan. (Aw),matched (3)
600,35,250,0,0,175,250,0,0,0,313600,.80246913,2,.25162917,1.125,Meher,1,matched (3),Meher,,,0,0,2,matched (3),1,0,0,3,4.5,4.5,1,24.166666,2,1.8333334,1,1,1.8888888,1,1,matched (3),Dry,Amhara,South Gonder,Dera(Andega),Tana Dinbiso,Andega,0,0,5,1,0,1,1,11.836357,37.545422,1837.2,Tana Dinbiso,matched (3),5,5,20,,,120,,,matched (3),130000,.28000003,4,0,matched (3),,,4,4,matched (3),11,60150,matched (3),0,0,8800,matched (3),15,matched (3),1,0,matched (3),5591.3506,3189.4927,3189.4927,matched (3),6.0999999,matched (3),,,1,,master only (1),24,152.6915,matched (3),Trop. Savan. (Aw),matched (3)
